"","submeter","year","month","day","kWh"
"619","Sub_metering_1",2008,9,11,1.005
"620","Sub_metering_1",2008,9,12,1.867
"621","Sub_metering_1",2008,9,13,0.93
"622","Sub_metering_1",2008,9,14,4.673
"623","Sub_metering_1",2008,9,15,0.96
"624","Sub_metering_1",2008,9,16,0
"625","Sub_metering_1",2008,9,17,1.91
"626","Sub_metering_1",2008,9,18,4.202
"627","Sub_metering_1",2008,9,19,1.569
"628","Sub_metering_1",2008,9,20,0
"629","Sub_metering_1",2008,9,21,4.01
"630","Sub_metering_1",2008,9,22,1.014
"631","Sub_metering_1",2008,9,23,0
"632","Sub_metering_1",2008,9,24,2.019
"633","Sub_metering_1",2008,9,25,1.012
"634","Sub_metering_1",2008,9,26,1.221
"635","Sub_metering_1",2008,9,27,4.347
"636","Sub_metering_1",2008,9,28,1.92
"637","Sub_metering_1",2008,9,29,1.014
"638","Sub_metering_1",2008,9,30,0.998
"639","Sub_metering_1",2008,10,1,2.249
"640","Sub_metering_1",2008,10,2,0
"641","Sub_metering_1",2008,10,3,4.801
"642","Sub_metering_1",2008,10,4,3.462
"643","Sub_metering_1",2008,10,5,0.99
"644","Sub_metering_1",2008,10,6,0.99
"645","Sub_metering_1",2008,10,7,1.016
"646","Sub_metering_1",2008,10,8,1.044
"647","Sub_metering_1",2008,10,9,1.032
"648","Sub_metering_1",2008,10,10,0
"649","Sub_metering_1",2008,10,11,2.144
"650","Sub_metering_1",2008,10,12,2.561
"651","Sub_metering_1",2008,10,13,1.037
"652","Sub_metering_1",2008,10,14,1.177
"653","Sub_metering_1",2008,10,15,1.998
"654","Sub_metering_1",2008,10,16,0.951
"655","Sub_metering_1",2008,10,17,2.036
"656","Sub_metering_1",2008,10,18,0.799
"657","Sub_metering_1",2008,10,19,0.698
"658","Sub_metering_1",2008,10,20,0.844
"659","Sub_metering_1",2008,10,21,0.857
"660","Sub_metering_1",2008,10,22,0.662
"661","Sub_metering_1",2008,10,23,0.815
"662","Sub_metering_1",2008,10,24,7.893
"663","Sub_metering_1",2008,10,25,0.737
"664","Sub_metering_1",2008,10,26,0
"665","Sub_metering_1",2008,10,27,0
"666","Sub_metering_1",2008,10,28,2.263
"667","Sub_metering_1",2008,10,29,1.037
"668","Sub_metering_1",2008,10,30,0
"669","Sub_metering_1",2008,10,31,0
"670","Sub_metering_1",2008,11,1,0
"671","Sub_metering_1",2008,11,2,0
"672","Sub_metering_1",2008,11,3,0.963
"673","Sub_metering_1",2008,11,4,0
"674","Sub_metering_1",2008,11,5,7.597
"675","Sub_metering_1",2008,11,6,1.033
"676","Sub_metering_1",2008,11,7,1.032
"677","Sub_metering_1",2008,11,8,1.114
"678","Sub_metering_1",2008,11,9,6.301
"679","Sub_metering_1",2008,11,10,1.023
"680","Sub_metering_1",2008,11,11,2.475
"681","Sub_metering_1",2008,11,12,1.066
"682","Sub_metering_1",2008,11,13,0
"683","Sub_metering_1",2008,11,14,2.092
"684","Sub_metering_1",2008,11,15,3.952
"685","Sub_metering_1",2008,11,16,4.791
"686","Sub_metering_1",2008,11,17,0
"687","Sub_metering_1",2008,11,18,1.079
"688","Sub_metering_1",2008,11,19,1.737
"689","Sub_metering_1",2008,11,20,1.034
"690","Sub_metering_1",2008,11,21,1.039
"691","Sub_metering_1",2008,11,22,1.093
"692","Sub_metering_1",2008,11,23,3.631
"693","Sub_metering_1",2008,11,24,1.063
"694","Sub_metering_1",2008,11,25,3.01
"695","Sub_metering_1",2008,11,26,0.909
"696","Sub_metering_1",2008,11,27,2.491
"697","Sub_metering_1",2008,11,28,1.113
"698","Sub_metering_1",2008,11,29,5.268
"699","Sub_metering_1",2008,11,30,1.161
"700","Sub_metering_1",2008,12,1,1.085
"701","Sub_metering_1",2008,12,2,0
"702","Sub_metering_1",2008,12,3,1.137
"703","Sub_metering_1",2008,12,4,1.085
"704","Sub_metering_1",2008,12,5,0.831
"705","Sub_metering_1",2008,12,6,4.005
"706","Sub_metering_1",2008,12,7,3.294
"707","Sub_metering_1",2008,12,8,1.117
"708","Sub_metering_1",2008,12,9,1.985
"709","Sub_metering_1",2008,12,10,1.128
"710","Sub_metering_1",2008,12,11,1.16
"711","Sub_metering_1",2008,12,12,1.157
"712","Sub_metering_1",2008,12,13,2.186
"713","Sub_metering_1",2008,12,14,3.742
"714","Sub_metering_1",2008,12,15,1.178
"715","Sub_metering_1",2008,12,16,0
"716","Sub_metering_1",2008,12,17,4.251
"717","Sub_metering_1",2008,12,18,1.125
"718","Sub_metering_1",2008,12,19,1.538
"719","Sub_metering_1",2008,12,20,1.132
"720","Sub_metering_1",2008,12,21,1.099
"721","Sub_metering_1",2008,12,22,2.157
"722","Sub_metering_1",2008,12,23,2.666
"723","Sub_metering_1",2008,12,24,0
"724","Sub_metering_1",2008,12,25,0
"725","Sub_metering_1",2008,12,26,1.121
"726","Sub_metering_1",2008,12,27,0
"727","Sub_metering_1",2008,12,28,1.953
"728","Sub_metering_1",2008,12,29,0
"729","Sub_metering_1",2008,12,30,0
"730","Sub_metering_1",2008,12,31,2.975
"731","Sub_metering_1",2009,1,1,0.765
"732","Sub_metering_1",2009,1,2,2.417
"733","Sub_metering_1",2009,1,3,6.44
"734","Sub_metering_1",2009,1,4,1.457
"735","Sub_metering_1",2009,1,5,1.247
"736","Sub_metering_1",2009,1,6,0
"737","Sub_metering_1",2009,1,7,2.687
"738","Sub_metering_1",2009,1,8,2.773
"739","Sub_metering_1",2009,1,9,1.802
"740","Sub_metering_1",2009,1,10,2.828
"741","Sub_metering_1",2009,1,11,4.521
"742","Sub_metering_1",2009,1,12,0
"743","Sub_metering_1",2009,1,13,1.14
"744","Sub_metering_1",2009,1,14,2.277
"745","Sub_metering_1",2009,1,15,2.731
"746","Sub_metering_1",2009,1,16,5.811
"747","Sub_metering_1",2009,1,17,2.477
"748","Sub_metering_1",2009,1,18,5.649
"749","Sub_metering_1",2009,1,19,1.118
"750","Sub_metering_1",2009,1,20,0
"751","Sub_metering_1",2009,1,21,1.148
"752","Sub_metering_1",2009,1,22,0
"753","Sub_metering_1",2009,1,23,2.078
"754","Sub_metering_1",2009,1,24,5.096
"755","Sub_metering_1",2009,1,25,3.971
"756","Sub_metering_1",2009,1,26,1.121
"757","Sub_metering_1",2009,1,27,0.896
"758","Sub_metering_1",2009,1,28,2.301
"759","Sub_metering_1",2009,1,29,0
"760","Sub_metering_1",2009,1,30,1.622
"761","Sub_metering_1",2009,1,31,8.278
"762","Sub_metering_1",2009,2,1,3.33
"763","Sub_metering_1",2009,2,2,1.159
"764","Sub_metering_1",2009,2,3,0.703
"765","Sub_metering_1",2009,2,4,0.871
"766","Sub_metering_1",2009,2,5,1.104
"767","Sub_metering_1",2009,2,6,1.165
"768","Sub_metering_1",2009,2,7,6.822
"769","Sub_metering_1",2009,2,8,5.341
"770","Sub_metering_1",2009,2,9,1.063
"771","Sub_metering_1",2009,2,10,1.128
"772","Sub_metering_1",2009,2,11,2.985
"773","Sub_metering_1",2009,2,12,1.109
"774","Sub_metering_1",2009,2,13,1.1
"775","Sub_metering_1",2009,2,14,2.28
"776","Sub_metering_1",2009,2,15,2.465
"777","Sub_metering_1",2009,2,16,0
"778","Sub_metering_1",2009,2,17,0
"779","Sub_metering_1",2009,2,18,0
"780","Sub_metering_1",2009,2,19,1.046
"781","Sub_metering_1",2009,2,20,2.897
"782","Sub_metering_1",2009,2,21,2.111
"783","Sub_metering_1",2009,2,22,3.816
"784","Sub_metering_1",2009,2,23,1.212
"785","Sub_metering_1",2009,2,24,0
"786","Sub_metering_1",2009,2,25,1.092
"787","Sub_metering_1",2009,2,26,0
"788","Sub_metering_1",2009,2,27,1.154
"789","Sub_metering_1",2009,2,28,1.145
"790","Sub_metering_1",2009,3,1,11.178
"791","Sub_metering_1",2009,3,2,1.56
"792","Sub_metering_1",2009,3,3,1.159
"793","Sub_metering_1",2009,3,4,2.214
"794","Sub_metering_1",2009,3,5,0
"795","Sub_metering_1",2009,3,6,1.144
"796","Sub_metering_1",2009,3,7,1.055
"797","Sub_metering_1",2009,3,8,7.253
"798","Sub_metering_1",2009,3,9,2.001
"799","Sub_metering_1",2009,3,10,0
"800","Sub_metering_1",2009,3,11,3.476
"801","Sub_metering_1",2009,3,12,0
"802","Sub_metering_1",2009,3,13,1.082
"803","Sub_metering_1",2009,3,14,2.196
"804","Sub_metering_1",2009,3,15,3.478
"805","Sub_metering_1",2009,3,16,0
"806","Sub_metering_1",2009,3,17,1.11
"807","Sub_metering_1",2009,3,18,1.123
"808","Sub_metering_1",2009,3,19,0
"809","Sub_metering_1",2009,3,20,1.083
"810","Sub_metering_1",2009,3,21,5.42
"811","Sub_metering_1",2009,3,22,2.017
"812","Sub_metering_1",2009,3,23,1.078
"813","Sub_metering_1",2009,3,24,1.71
"814","Sub_metering_1",2009,3,25,2.78
"815","Sub_metering_1",2009,3,26,0
"816","Sub_metering_1",2009,3,27,1.103
"817","Sub_metering_1",2009,3,28,4.527
"818","Sub_metering_1",2009,3,29,1.611
"819","Sub_metering_1",2009,3,30,1.085
"820","Sub_metering_1",2009,3,31,2.202
"821","Sub_metering_1",2009,4,1,2.807
"822","Sub_metering_1",2009,4,2,1.128
"823","Sub_metering_1",2009,4,3,0
"824","Sub_metering_1",2009,4,4,2.699
"825","Sub_metering_1",2009,4,5,3.832
"826","Sub_metering_1",2009,4,6,0.799
"827","Sub_metering_1",2009,4,7,1.103
"828","Sub_metering_1",2009,4,8,2.131
"829","Sub_metering_1",2009,4,9,2.682
"830","Sub_metering_1",2009,4,10,2.057
"831","Sub_metering_1",2009,4,11,3.661
"832","Sub_metering_1",2009,4,12,7.498
"833","Sub_metering_1",2009,4,13,1.006
"834","Sub_metering_1",2009,4,14,0.888
"835","Sub_metering_1",2009,4,15,1.88
"836","Sub_metering_1",2009,4,16,2.896
"837","Sub_metering_1",2009,4,17,0
"838","Sub_metering_1",2009,4,18,1.028
"839","Sub_metering_1",2009,4,19,2.201
"840","Sub_metering_1",2009,4,20,0
"841","Sub_metering_1",2009,4,21,1.925
"842","Sub_metering_1",2009,4,22,1.024
"843","Sub_metering_1",2009,4,23,1.068
"844","Sub_metering_1",2009,4,24,0
"845","Sub_metering_1",2009,4,25,2.007
"846","Sub_metering_1",2009,4,26,3.053
"847","Sub_metering_1",2009,4,27,0.995
"848","Sub_metering_1",2009,4,28,2.068
"849","Sub_metering_1",2009,4,29,1.043
"850","Sub_metering_1",2009,4,30,1.027
"851","Sub_metering_1",2009,5,1,1.067
"852","Sub_metering_1",2009,5,2,1.43
"853","Sub_metering_1",2009,5,3,3.207
"854","Sub_metering_1",2009,5,4,1.007
"855","Sub_metering_1",2009,5,5,1.049
"856","Sub_metering_1",2009,5,6,1.038
"857","Sub_metering_1",2009,5,7,0
"858","Sub_metering_1",2009,5,8,2.226
"859","Sub_metering_1",2009,5,9,2.09
"860","Sub_metering_1",2009,5,10,4.3
"861","Sub_metering_1",2009,5,11,1.035
"862","Sub_metering_1",2009,5,12,0
"863","Sub_metering_1",2009,5,13,1.419
"864","Sub_metering_1",2009,5,14,0
"865","Sub_metering_1",2009,5,15,1.382
"866","Sub_metering_1",2009,5,16,1.705
"867","Sub_metering_1",2009,5,17,2.555
"868","Sub_metering_1",2009,5,18,0.763
"869","Sub_metering_1",2009,5,19,3.253
"870","Sub_metering_1",2009,5,20,1.061
"871","Sub_metering_1",2009,5,21,1.553
"872","Sub_metering_1",2009,5,22,0.982
"873","Sub_metering_1",2009,5,23,0.48
"874","Sub_metering_1",2009,5,24,0.045
"875","Sub_metering_1",2009,5,25,0.92
"876","Sub_metering_1",2009,5,26,1.191
"877","Sub_metering_1",2009,5,27,1.052
"878","Sub_metering_1",2009,5,28,1.502
"879","Sub_metering_1",2009,5,29,1.005
"880","Sub_metering_1",2009,5,30,2.787
"881","Sub_metering_1",2009,5,31,1.466
"882","Sub_metering_1",2009,6,1,2.789
"883","Sub_metering_1",2009,6,2,0
"884","Sub_metering_1",2009,6,3,0.94
"885","Sub_metering_1",2009,6,4,1.906
"886","Sub_metering_1",2009,6,5,0
"887","Sub_metering_1",2009,6,6,1.769
"888","Sub_metering_1",2009,6,7,2.077
"889","Sub_metering_1",2009,6,8,1.024
"890","Sub_metering_1",2009,6,9,1
"891","Sub_metering_1",2009,6,10,1.032
"892","Sub_metering_1",2009,6,11,0
"893","Sub_metering_1",2009,6,12,1.009
"894","Sub_metering_1",2009,6,13,0
"895","Sub_metering_1",2009,6,15,0.916
"896","Sub_metering_1",2009,6,16,2.983
"897","Sub_metering_1",2009,6,17,0.975
"898","Sub_metering_1",2009,6,18,0
"899","Sub_metering_1",2009,6,19,0.969
"900","Sub_metering_1",2009,6,20,0
"901","Sub_metering_1",2009,6,21,1.039
"902","Sub_metering_1",2009,6,22,0
"903","Sub_metering_1",2009,6,23,1.01
"904","Sub_metering_1",2009,6,24,3.059
"905","Sub_metering_1",2009,6,25,0
"906","Sub_metering_1",2009,6,26,1.826
"907","Sub_metering_1",2009,6,27,2.663
"908","Sub_metering_1",2009,6,28,0
"909","Sub_metering_1",2009,6,29,1.794
"910","Sub_metering_1",2009,6,30,0.582
"911","Sub_metering_1",2009,7,1,0.989
"912","Sub_metering_1",2009,7,2,0.637
"913","Sub_metering_1",2009,7,3,0.856
"914","Sub_metering_1",2009,7,4,2.084
"915","Sub_metering_1",2009,7,5,3.215
"916","Sub_metering_1",2009,7,6,0.429
"917","Sub_metering_1",2009,7,7,1.292
"918","Sub_metering_1",2009,7,8,0
"919","Sub_metering_1",2009,7,9,0
"920","Sub_metering_1",2009,7,10,0.988
"921","Sub_metering_1",2009,7,11,0.981
"922","Sub_metering_1",2009,7,12,0
"923","Sub_metering_1",2009,7,13,0
"924","Sub_metering_1",2009,7,14,2.303
"925","Sub_metering_1",2009,7,15,0.878
"926","Sub_metering_1",2009,7,16,0
"927","Sub_metering_1",2009,7,17,0
"928","Sub_metering_1",2009,7,18,0
"929","Sub_metering_1",2009,7,19,0
"930","Sub_metering_1",2009,7,20,0.914
"931","Sub_metering_1",2009,7,21,0
"932","Sub_metering_1",2009,7,22,0
"933","Sub_metering_1",2009,7,23,0.926
"934","Sub_metering_1",2009,7,24,0
"935","Sub_metering_1",2009,7,25,0
"936","Sub_metering_1",2009,7,26,0
"937","Sub_metering_1",2009,7,27,0
"938","Sub_metering_1",2009,7,28,0
"939","Sub_metering_1",2009,7,29,0.869
"940","Sub_metering_1",2009,7,30,0
"941","Sub_metering_1",2009,7,31,0.865
"942","Sub_metering_1",2009,8,1,0
"943","Sub_metering_1",2009,8,2,0
"944","Sub_metering_1",2009,8,3,0
"945","Sub_metering_1",2009,8,4,0
"946","Sub_metering_1",2009,8,5,0
"947","Sub_metering_1",2009,8,6,0
"948","Sub_metering_1",2009,8,7,0
"949","Sub_metering_1",2009,8,8,0
"950","Sub_metering_1",2009,8,9,1.984
"951","Sub_metering_1",2009,8,10,0
"952","Sub_metering_1",2009,8,11,0.857
"953","Sub_metering_1",2009,8,12,0.912
"954","Sub_metering_1",2009,8,13,1.215
"955","Sub_metering_1",2009,8,14,0.429
"956","Sub_metering_1",2009,8,15,3.437
"957","Sub_metering_1",2009,8,16,1.604
"958","Sub_metering_1",2009,8,17,0.001
"959","Sub_metering_1",2009,8,18,2.306
"960","Sub_metering_1",2009,8,19,0.896
"961","Sub_metering_1",2009,8,20,0
"962","Sub_metering_1",2009,8,21,3.043
"963","Sub_metering_1",2009,8,22,4.544
"964","Sub_metering_1",2009,8,23,0.949
"965","Sub_metering_1",2009,8,24,2.279
"966","Sub_metering_1",2009,8,25,1.14
"967","Sub_metering_1",2009,8,26,2.131
"968","Sub_metering_1",2009,8,27,0
"969","Sub_metering_1",2009,8,28,1.778
"970","Sub_metering_1",2009,8,29,0.905
"971","Sub_metering_1",2009,8,30,2.653
"972","Sub_metering_1",2009,8,31,0.96
"973","Sub_metering_1",2009,9,1,0
"974","Sub_metering_1",2009,9,2,0.947
"975","Sub_metering_1",2009,9,3,3.319
"976","Sub_metering_1",2009,9,4,0
"977","Sub_metering_1",2009,9,5,2.988
"978","Sub_metering_1",2009,9,6,0.995
"979","Sub_metering_1",2009,9,7,2.196
"980","Sub_metering_1",2009,9,8,1.002
"981","Sub_metering_1",2009,9,9,0.964
"982","Sub_metering_1",2009,9,10,0.928
"983","Sub_metering_1",2009,9,11,0
"984","Sub_metering_1",2009,9,12,9.583
"985","Sub_metering_1",2009,9,13,4.146
"986","Sub_metering_1",2009,9,14,2.843
"987","Sub_metering_1",2009,9,15,1.769
"988","Sub_metering_1",2009,9,16,1.035
"989","Sub_metering_1",2009,9,17,0
"990","Sub_metering_1",2009,9,18,1.993
"991","Sub_metering_1",2009,9,19,1.607
"992","Sub_metering_1",2009,9,20,4.532
"993","Sub_metering_1",2009,9,21,0.921
"994","Sub_metering_1",2009,9,22,0.937
"995","Sub_metering_1",2009,9,23,2.085
"996","Sub_metering_1",2009,9,24,1.051
"997","Sub_metering_1",2009,9,25,0
"998","Sub_metering_1",2009,9,26,1.943
"999","Sub_metering_1",2009,9,27,1.817
"1000","Sub_metering_1",2009,9,28,0
"1001","Sub_metering_1",2009,9,29,1.031
"1002","Sub_metering_1",2009,9,30,0.97
"1003","Sub_metering_1",2009,10,1,0.95
"1004","Sub_metering_1",2009,10,2,0
"1005","Sub_metering_1",2009,10,3,3.644
"1006","Sub_metering_1",2009,10,4,3.189
"1007","Sub_metering_1",2009,10,5,0.984
"1008","Sub_metering_1",2009,10,6,0.001
"1009","Sub_metering_1",2009,10,7,0.734
"1010","Sub_metering_1",2009,10,8,2.091
"1011","Sub_metering_1",2009,10,9,0
"1012","Sub_metering_1",2009,10,10,4.51
"1013","Sub_metering_1",2009,10,11,4.111
"1014","Sub_metering_1",2009,10,12,0.997
"1015","Sub_metering_1",2009,10,13,0.983
"1016","Sub_metering_1",2009,10,14,2.001
"1017","Sub_metering_1",2009,10,15,1.629
"1018","Sub_metering_1",2009,10,16,0
"1019","Sub_metering_1",2009,10,17,5.49
"1020","Sub_metering_1",2009,10,18,0.712
"1021","Sub_metering_1",2009,10,19,1.104
"1022","Sub_metering_1",2009,10,20,0.76
"1023","Sub_metering_1",2009,10,21,2.031
"1024","Sub_metering_1",2009,10,22,0
"1025","Sub_metering_1",2009,10,23,3.18
"1026","Sub_metering_1",2009,10,24,6.202
"1027","Sub_metering_1",2009,10,25,3.01
"1028","Sub_metering_1",2009,10,26,0.475
"1029","Sub_metering_1",2009,10,27,0.579
"1030","Sub_metering_1",2009,10,28,1.044
"1031","Sub_metering_1",2009,10,29,0.765
"1032","Sub_metering_1",2009,10,30,1.779
"1033","Sub_metering_1",2009,10,31,1.773
"1034","Sub_metering_1",2009,11,1,1.97
"1035","Sub_metering_1",2009,11,2,1.881
"1036","Sub_metering_1",2009,11,3,2.009
"1037","Sub_metering_1",2009,11,4,1.075
"1038","Sub_metering_1",2009,11,5,1.105
"1039","Sub_metering_1",2009,11,6,0
"1040","Sub_metering_1",2009,11,7,2.187
"1041","Sub_metering_1",2009,11,8,4.941
"1042","Sub_metering_1",2009,11,9,1.125
"1043","Sub_metering_1",2009,11,10,1.118
"1044","Sub_metering_1",2009,11,11,2.338
"1045","Sub_metering_1",2009,11,12,1.486
"1046","Sub_metering_1",2009,11,13,1.856
"1047","Sub_metering_1",2009,11,14,4.169
"1048","Sub_metering_1",2009,11,15,0.991
"1049","Sub_metering_1",2009,11,16,2.021
"1050","Sub_metering_1",2009,11,17,0
"1051","Sub_metering_1",2009,11,18,6.012
"1052","Sub_metering_1",2009,11,19,0
"1053","Sub_metering_1",2009,11,20,0.843
"1054","Sub_metering_1",2009,11,21,5.694
"1055","Sub_metering_1",2009,11,22,6.774
"1056","Sub_metering_1",2009,11,23,0
"1057","Sub_metering_1",2009,11,24,2.491
"1058","Sub_metering_1",2009,11,25,0.745
"1059","Sub_metering_1",2009,11,26,2.262
"1060","Sub_metering_1",2009,11,27,0
"1061","Sub_metering_1",2009,11,28,3.199
"1062","Sub_metering_1",2009,11,29,1.073
"1063","Sub_metering_1",2009,11,30,1.08
"1064","Sub_metering_1",2009,12,1,0
"1065","Sub_metering_1",2009,12,2,1.143
"1066","Sub_metering_1",2009,12,3,1.039
"1067","Sub_metering_1",2009,12,4,1.158
"1068","Sub_metering_1",2009,12,5,3.822
"1069","Sub_metering_1",2009,12,6,2.85
"1070","Sub_metering_1",2009,12,7,1.132
"1071","Sub_metering_1",2009,12,8,1.108
"1072","Sub_metering_1",2009,12,9,2.054
"1073","Sub_metering_1",2009,12,10,2.823
"1074","Sub_metering_1",2009,12,11,1.546
"1075","Sub_metering_1",2009,12,12,1.087
"1076","Sub_metering_1",2009,12,13,3.984
"1077","Sub_metering_1",2009,12,14,1.09
"1078","Sub_metering_1",2009,12,15,1.111
"1079","Sub_metering_1",2009,12,16,1.143
"1080","Sub_metering_1",2009,12,17,0
"1081","Sub_metering_1",2009,12,18,1.195
"1082","Sub_metering_1",2009,12,19,1.165
"1083","Sub_metering_1",2009,12,20,1.237
"1084","Sub_metering_1",2009,12,21,3.293
"1085","Sub_metering_1",2009,12,22,0
"1086","Sub_metering_1",2009,12,23,1.143
"1087","Sub_metering_1",2009,12,24,5.184
"1088","Sub_metering_1",2009,12,25,3.371
"1089","Sub_metering_1",2009,12,26,1.186
"1090","Sub_metering_1",2009,12,27,4.218
"1091","Sub_metering_1",2009,12,28,2.175
"1092","Sub_metering_1",2009,12,29,1.26
"1093","Sub_metering_1",2009,12,30,5.284
"1094","Sub_metering_1",2009,12,31,0
"1095","Sub_metering_2",2007,1,1,0.352
"1096","Sub_metering_2",2007,1,2,0.348
"1097","Sub_metering_2",2007,1,3,0.344
"1098","Sub_metering_2",2007,1,4,7.597
"1099","Sub_metering_2",2007,1,5,0.379
"1100","Sub_metering_2",2007,1,6,0.402
"1101","Sub_metering_2",2007,1,7,8.177
"1102","Sub_metering_2",2007,1,8,0.467
"1103","Sub_metering_2",2007,1,9,4.267
"1104","Sub_metering_2",2007,1,10,4.456
"1105","Sub_metering_2",2007,1,11,2.17
"1106","Sub_metering_2",2007,1,12,0.439
"1107","Sub_metering_2",2007,1,13,2.975
"1108","Sub_metering_2",2007,1,14,4.215
"1109","Sub_metering_2",2007,1,15,2.239
"1110","Sub_metering_2",2007,1,16,0.644
"1111","Sub_metering_2",2007,1,17,5.737
"1112","Sub_metering_2",2007,1,18,0.336
"1113","Sub_metering_2",2007,1,19,0.33
"1114","Sub_metering_2",2007,1,20,5.222
"1115","Sub_metering_2",2007,1,21,5.567
"1116","Sub_metering_2",2007,1,22,2.983
"1117","Sub_metering_2",2007,1,23,1.064
"1118","Sub_metering_2",2007,1,24,2.48
"1119","Sub_metering_2",2007,1,25,0.262
"1120","Sub_metering_2",2007,1,26,0.261
"1121","Sub_metering_2",2007,1,27,3.896
"1122","Sub_metering_2",2007,1,28,3.997
"1123","Sub_metering_2",2007,1,29,0.294
"1124","Sub_metering_2",2007,1,30,1.424
"1125","Sub_metering_2",2007,1,31,5.95
"1126","Sub_metering_2",2007,2,1,0.386
"1127","Sub_metering_2",2007,2,2,0.356
"1128","Sub_metering_2",2007,2,3,4.573
"1129","Sub_metering_2",2007,2,4,4.597
"1130","Sub_metering_2",2007,2,5,2.564
"1131","Sub_metering_2",2007,2,6,0.405
"1132","Sub_metering_2",2007,2,7,3.513
"1133","Sub_metering_2",2007,2,8,0.366
"1134","Sub_metering_2",2007,2,9,3.045
"1135","Sub_metering_2",2007,2,10,2.831
"1136","Sub_metering_2",2007,2,11,4.765
"1137","Sub_metering_2",2007,2,12,0.399
"1138","Sub_metering_2",2007,2,13,2.828
"1139","Sub_metering_2",2007,2,14,3.793
"1140","Sub_metering_2",2007,2,15,2.363
"1141","Sub_metering_2",2007,2,16,0.859
"1142","Sub_metering_2",2007,2,17,2.226
"1143","Sub_metering_2",2007,2,18,8.003
"1144","Sub_metering_2",2007,2,19,2.9
"1145","Sub_metering_2",2007,2,20,5.191
"1146","Sub_metering_2",2007,2,21,2.332
"1147","Sub_metering_2",2007,2,22,4.129
"1148","Sub_metering_2",2007,2,23,0.503
"1149","Sub_metering_2",2007,2,24,0.363
"1150","Sub_metering_2",2007,2,25,0.329
"1151","Sub_metering_2",2007,2,26,0.331
"1152","Sub_metering_2",2007,2,27,0.314
"1153","Sub_metering_2",2007,2,28,0.34
"1154","Sub_metering_2",2007,3,1,0.316
"1155","Sub_metering_2",2007,3,2,0.34
"1156","Sub_metering_2",2007,3,3,0.347
"1157","Sub_metering_2",2007,3,4,8.711
"1158","Sub_metering_2",2007,3,5,12.109
"1159","Sub_metering_2",2007,3,6,1.74
"1160","Sub_metering_2",2007,3,7,4.761
"1161","Sub_metering_2",2007,3,8,3.385
"1162","Sub_metering_2",2007,3,9,0.345
"1163","Sub_metering_2",2007,3,10,5.422
"1164","Sub_metering_2",2007,3,11,3.42
"1165","Sub_metering_2",2007,3,12,2.841
"1166","Sub_metering_2",2007,3,13,3.859
"1167","Sub_metering_2",2007,3,14,0.48
"1168","Sub_metering_2",2007,3,15,3.263
"1169","Sub_metering_2",2007,3,16,4.604
"1170","Sub_metering_2",2007,3,17,0.359
"1171","Sub_metering_2",2007,3,18,7.369
"1172","Sub_metering_2",2007,3,19,2.686
"1173","Sub_metering_2",2007,3,20,2.837
"1174","Sub_metering_2",2007,3,21,4.133
"1175","Sub_metering_2",2007,3,22,0.736
"1176","Sub_metering_2",2007,3,23,0.777
"1177","Sub_metering_2",2007,3,24,5.797
"1178","Sub_metering_2",2007,3,25,3.6
"1179","Sub_metering_2",2007,3,26,0.344
"1180","Sub_metering_2",2007,3,27,3.019
"1181","Sub_metering_2",2007,3,28,8.527
"1182","Sub_metering_2",2007,3,29,0.46
"1183","Sub_metering_2",2007,3,30,0.468
"1184","Sub_metering_2",2007,3,31,7.707
"1185","Sub_metering_2",2007,4,1,5.401
"1186","Sub_metering_2",2007,4,2,0.97
"1187","Sub_metering_2",2007,4,3,1.042
"1188","Sub_metering_2",2007,4,4,0.42
"1189","Sub_metering_2",2007,4,5,4.277
"1190","Sub_metering_2",2007,4,6,5.466
"1191","Sub_metering_2",2007,4,7,3.111
"1192","Sub_metering_2",2007,4,8,0.485
"1193","Sub_metering_2",2007,4,9,0.514
"1194","Sub_metering_2",2007,4,10,0.742
"1195","Sub_metering_2",2007,4,11,1.112
"1196","Sub_metering_2",2007,4,12,0.541
"1197","Sub_metering_2",2007,4,13,0.558
"1198","Sub_metering_2",2007,4,14,0.578
"1199","Sub_metering_2",2007,4,15,1.026
"1200","Sub_metering_2",2007,4,16,1.305
"1201","Sub_metering_2",2007,4,17,0.389
"1202","Sub_metering_2",2007,4,18,0.355
"1203","Sub_metering_2",2007,4,19,1.605
"1204","Sub_metering_2",2007,4,20,0.36
"1205","Sub_metering_2",2007,4,21,0.463
"1206","Sub_metering_2",2007,4,22,2.287
"1207","Sub_metering_2",2007,4,23,0.506
"1208","Sub_metering_2",2007,4,24,0.527
"1209","Sub_metering_2",2007,4,25,1.469
"1210","Sub_metering_2",2007,4,26,1.845
"1211","Sub_metering_2",2007,4,27,0.545
"1212","Sub_metering_2",2007,4,28,0.018
"1213","Sub_metering_2",2007,4,30,0.5
"1214","Sub_metering_2",2007,5,1,0.995
"1215","Sub_metering_2",2007,5,2,1.49
"1216","Sub_metering_2",2007,5,3,1.725
"1217","Sub_metering_2",2007,5,4,0.538
"1218","Sub_metering_2",2007,5,5,2.493
"1219","Sub_metering_2",2007,5,6,0.949
"1220","Sub_metering_2",2007,5,7,4.935
"1221","Sub_metering_2",2007,5,8,2.011
"1222","Sub_metering_2",2007,5,9,5.631
"1223","Sub_metering_2",2007,5,10,0.534
"1224","Sub_metering_2",2007,5,11,0.491
